,,,,,x,xdiff,y,ydiff,z,zdiff,adiff,asqur,,,
02-19-08 994,0,0,0,0,0,,0,,0,,,0,0,0,0
02-19-09 001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-19-09 172,0,0,0,0,-0.229141,0.229141,0.781403,0.781403,-0.115799,0.115799,0.822499638,0.822499638,0,0,0
02-19-09 174,0,0,0,0,-0.229141,0,0.781403,0,-0.115799,0,0,0.822499638,0,0,0
02-19-09 180,0,0,0,0,-0.229141,0,0.781403,0,-0.115799,0,0,0.822499638,0,0,0
02-19-09 201,0.04,0,0,0,-0.229141,0,0.781403,0,-0.115799,0,0,0.822499638,0,0,0
02-19-09 249,0,0,0,0,-0.229141,0,0.781403,0,-0.115799,0,0,0.822499638,0,0,0
02-19-09 308,0,0,0,0,-0.229141,0,0.781403,0,-0.115799,0,0,0.822499638,0,0,0
02-19-09 357,0,0,0,0,-1.604156,1.375015,0.923981,0.142578,-0.126877,0.011078,1.382431719,1.855574071,0,0,0
02-19-09 406,0,0,0,0.04,-1.604156,0,0.923981,0,-0.126877,0,0,1.855574071,2.39753,-0.217315,0.829768
02-19-09 457,0,0,0,0.04,-1.604156,0,0.923981,0,-0.126877,0,0,1.855574071,2.39753,-0.217315,0.829768
02-19-09 514,0,0,0,0,-1.604156,0,0.923981,0,-0.126877,0,0,1.855574071,2.39753,-0.217315,0.829768
02-19-09 563,0,0,0,0.04,-1.604156,0,0.923981,0,-0.126877,0,0,1.855574071,2.39753,-0.217315,0.829768
02-19-09 611,0,0,0,0.04,-1.604156,0,0.923981,0,-0.126877,0,0,1.855574071,2.39753,-0.217315,0.829768
02-19-09 660,0,0,0,0.04,-0.570816,1.03334,0.843063,0.080918,-0.254456,0.127579,1.044325466,1.049444607,2.39753,-0.217315,0.829768
02-19-09 718,0,0,0,0.04,-0.570816,0,0.843063,0,-0.254456,0,0,1.049444607,2.39753,-0.217315,0.829768
02-19-09 767,0,0,0,0.04,-0.570816,0,0.843063,0,-0.254456,0,0,1.049444607,-0.869511,-0.267667,0.311082
02-19-09 817,0,0,0,0.08,-0.570816,0,0.843063,0,-0.254456,0,0,1.049444607,-0.869511,-0.267667,0.311082
02-19-09 875,0,0,0,0.08,-0.464966,0.10585,1.207596,0.364533,-0.064423,0.190033,0.424500968,1.295620239,-0.869511,-0.267667,0.311082
02-19-09 923,0,0,0,0.04,-0.464966,0,1.207596,0,-0.064423,0,0,1.295620239,-0.869511,-0.267667,0.311082
02-19-09 979,0,0,0,0.04,-0.464966,0,1.207596,0,-0.064423,0,0,1.295620239,-0.121994,-0.504835,0.369826
02-19-10 025,0,0,0,0.08,-0.464966,0,1.207596,0,-0.064423,0,0,1.295620239,-0.121994,-0.504835,0.369826
02-19-10 080,0,0,0,0.04,-0.778976,0.31401,0.434052,0.773544,-0.359985,0.295562,0.885623789,0.961662076,-0.121994,-0.504835,0.369826
02-19-10 128,0,0,0,0.08,-0.778976,0,0.434052,0,-0.359985,0,0,0.961662076,-0.121994,-0.504835,0.369826
02-19-10 177,0,0,0,0.04,-0.778976,0,0.434052,0,-0.359985,0,0,0.961662076,-0.289586,-0.53914,-1.830385
02-19-10 227,0,0,0,0.04,-0.778976,0,0.434052,0,-0.359985,0,0,0.961662076,-0.289586,-0.53914,-1.830385
02-19-10 286,0,0,0,0.04,-0.689178,0.089798,0.70015,0.266098,-0.034103,0.325882,0.43019868,0.983025611,-0.289586,-0.53914,-1.830385
02-19-10 333,0,0,0,0.08,-0.689178,0,0.70015,0,-0.034103,0,0,0.983025611,-0.289586,-0.53914,-1.830385
02-19-10 385,0,0,0,0.08,-0.689178,0,0.70015,0,-0.034103,0,0,0.983025611,1.42081,0.908069,2.429484
02-19-10 451,0,0,0,0.04,-0.883514,0.194336,0.558533,0.141617,0.012512,0.046615,0.244938388,1.045328968,1.42081,0.908069,2.429484
02-19-10 493,0,0,0,0.04,-0.883514,0,0.558533,0,0.012512,0,0,1.045328968,1.42081,0.908069,2.429484
02-19-10 539,0,0,0,0.04,-0.883514,0,0.558533,0,0.012512,0,0,1.045328968,1.42081,0.908069,2.429484
02-19-10 588,0,0,0,0.08,-0.883514,0,0.558533,0,0.012512,0,0,1.045328968,-0.815994,6.406529,-1.851376
02-19-10 647,0,0,0,0.04,-0.493942,0.389572,0.564636,0.006103,-0.939789,0.952301,1.028922147,1.202495687,-0.815994,6.406529,-1.851376
02-19-10 696,0,0,0,0.04,-0.493942,0,0.564636,0,-0.939789,0,0,1.202495687,-0.815994,6.406529,-1.851376
02-19-10 744,0,0,0,0.04,-0.493942,0,0.564636,0,-0.939789,0,0,1.202495687,-0.815994,6.406529,-1.851376
02-19-10 793,0,0,0,0.08,-0.493942,0,0.564636,0,-0.939789,0,0,1.202495687,0.384893,-0.019793,-0.417156
02-19-10 851,0,0,0,0.04,-0.137787,0.356155,0.476166,0.08847,-0.855087,0.084702,0.37662681,0.988379024,0.384893,-0.019793,-0.417156
02-19-10 902,0,0,0,0.04,-0.137787,0,0.476166,0,-0.855087,0,0,0.988379024,0.384893,-0.019793,-0.417156
02-19-10 956,0,0,0,0.04,-0.137787,0,0.476166,0,-0.855087,0,0,0.988379024,0.384893,-0.019793,-0.417156
02-19-11 008,0,0,0,0.04,-0.137787,0,0.476166,0,-0.855087,0,0,0.988379024,0.384893,-0.019793,-0.417156
02-19-11 057,0,0,0,0.08,-0.093842,0.043945,0.348404,0.127762,-0.885193,0.030106,0.138422046,0.955907064,-0.24737,0.825183,-0.349295
02-19-11 106,0,0,0,0.04,-0.093842,0,0.348404,0,-0.885193,0,0,0.955907064,-0.24737,0.825183,-0.349295
02-19-11 156,0,0,0,0.08,-0.093842,0,0.348404,0,-0.885193,0,0,0.955907064,-0.24737,0.825183,-0.349295
02-19-11 219,0,0,0,0,-0.093842,0,0.348404,0,-0.885193,0,0,0.955907064,-0.24737,0.825183,-0.349295
02-19-11 264,0,0,0,0.04,-0.123444,0.029602,0.291245,0.057159,-0.885101,9.2E-05,0.064369544,0.939928642,0.32764,0.09383,-0.137114
02-19-11 310,0,0,0,0.04,-0.123444,0,0.291245,0,-0.885101,0,0,0.939928642,0.32764,0.09383,-0.137114
02-19-11 359,0,0,0,0.04,-0.123444,0,0.291245,0,-0.885101,0,0,0.939928642,0.32764,0.09383,-0.137114
02-19-11 417,0,0,0,0.04,-0.123444,0,0.291245,0,-0.885101,0,0,0.939928642,0.32764,0.09383,-0.137114
02-19-11 467,0,0,0,0.04,0.182861,0.306305,0.882019,0.590774,-0.684769,0.200332,0.69496013,1.1315053,0.879183,-8.234504,5.246901
02-19-11 515,0,0,0,0.04,0.182861,0,0.882019,0,-0.684769,0,0,1.1315053,0.879183,-8.234504,5.246901
02-19-11 565,0,0,0,0.08,0.182861,0,0.882019,0,-0.684769,0,0,1.1315053,0.879183,-8.234504,5.246901
02-19-11 623,0,0,0,0.04,0.182861,0,0.882019,0,-0.684769,0,0,1.1315053,0.879183,-8.234504,5.246901
02-19-11 678,0,0,0,0.04,-0.990448,1.173309,0.461792,0.420227,0.051575,0.736344,1.447565966,1.094028826,1.484579,-1.749101,-0.04492
02-19-11 723,0,0,0,0.04,-0.990448,0,0.461792,0,0.051575,0,0,1.094028826,1.484579,-1.749101,-0.04492
02-19-11 779,0,0,0,0.08,-0.990448,0,0.461792,0,0.051575,0,0,1.094028826,1.484579,-1.749101,-0.04492
02-19-11 828,0,0,0,0.04,-0.990448,0,0.461792,0,0.051575,0,0,1.094028826,1.484579,-1.749101,-0.04492
02-19-11 881,0,0,0,0,-0.794632,0.195816,1.175354,0.713562,-0.454712,0.506287,0.896571893,1.489852356,-0.327896,0.918885,-0.98569
02-19-11 926,0,0,0,0.04,-0.794632,0,1.175354,0,-0.454712,0,0,1.489852356,-0.327896,0.918885,-0.98569
02-19-11 984,0,0,0,0.04,-0.794632,0,1.175354,0,-0.454712,0,0,1.489852356,-0.327896,0.918885,-0.98569
02-19-12 033,0,0,0,0.04,-0.794632,0,1.175354,0,-0.454712,0,0,1.489852356,-0.327896,0.918885,-0.98569
02-19-12 083,0,0,0,0.04,0.051727,0.846359,1.272247,0.096893,-0.171722,0.28299,0.897660933,1.284825497,-0.155812,-0.272275,5.250019
02-19-12 130,0,0,0,0.04,0.051727,0,1.272247,0,-0.171722,0,0,1.284825497,-0.155812,-0.272275,5.250019
02-19-12 191,0,0,0,0.04,0.051727,0,1.272247,0,-0.171722,0,0,1.284825497,-0.155812,-0.272275,5.250019
02-19-12 238,0,0,0,0,0.051727,0,1.272247,0,-0.171722,0,0,1.284825497,-0.155812,-0.272275,5.250019
02-19-12 297,0,0,0,0,-0.257187,0.308914,1.025833,0.246414,-0.028183,0.143539,0.420417844,1.057956889,-0.218015,0.087627,0.09683
02-19-12 346,0,0,0,0.08,-0.257187,0,1.025833,0,-0.028183,0,0,1.057956889,-0.218015,0.087627,0.09683
02-19-12 394,0,0,0,0.2,-0.257187,0,1.025833,0,-0.028183,0,0,1.057956889,-0.218015,0.087627,0.09683
02-19-12 443,0,0,0.04,0.32,-0.257187,0,1.025833,0,-0.028183,0,0,1.057956889,-0.218015,0.087627,0.09683
02-19-12 492,0,0,0.04,0.44,-0.12439,0.132797,1.037338,0.011505,-0.104477,0.076294,0.153584448,1.04998021,-1.342903,0.095827,-0.044719
02-19-12 550,0,0,0.12,0.48,-0.12439,0,1.037338,0,-0.104477,0,0,1.04998021,-1.342903,0.095827,-0.044719
02-19-12 599,0,0,0.12,0.48,-0.12439,0,1.037338,0,-0.104477,0,0,1.04998021,-1.342903,0.095827,-0.044719
02-19-12 648,0,0,0.12,0.44,-0.12439,0,1.037338,0,-0.104477,0,0,1.04998021,-1.342903,0.095827,-0.044719
02-19-12 707,0,0,0.12,0.52,0.067978,0.192368,0.982559,0.054779,0.17662,0.281097,0.344995231,1.000618719,0.371223,-2.131566,0.145224
02-19-12 755,0,0,0.04,0.52,0.067978,0,0.982559,0,0.17662,0,0,1.000618719,0.371223,-2.131566,0.145224
02-19-12 804,0,0,0.04,0.44,0.067978,0,0.982559,0,0.17662,0,0,1.000618719,0.371223,-2.131566,0.145224
02-19-12 854,0,0,0,0.16,0.067978,0,0.982559,0,0.17662,0,0,1.000618719,0.371223,-2.131566,0.145224
02-19-12 912,0,0,0,0,-0.322632,0.39061,1.360855,0.378296,-0.056824,0.233444,0.591760202,1.39973094,0.813534,-1.010202,-0.199884
02-19-12 965,0,0,0,0,-0.322632,0,1.360855,0,-0.056824,0,0,1.39973094,0.813534,-1.010202,-0.199884
02-19-13 010,0,0,0,0,-0.322632,0,1.360855,0,-0.056824,0,0,1.39973094,0.813534,-1.010202,-0.199884
02-19-13 059,0,0,0,0,-0.294037,0.028595,0.964325,0.39653,-0.177185,0.120361,0.415379929,1.023608806,0.813534,-1.010202,-0.199884
02-19-13 125,0,0,0,0,-0.294037,0,0.964325,0,-0.177185,0,0,1.023608806,0.305471,-2.015101,0.148424
02-19-13 168,0,0,0,0,-0.294037,0,0.964325,0,-0.177185,0,0,1.023608806,0.305471,-2.015101,0.148424
02-19-13 219,0,0,0,0,-0.294037,0,0.964325,0,-0.177185,0,0,1.023608806,0.305471,-2.015101,0.148424
02-19-13 277,0,0,0,0,-0.264969,0.029068,1.03598,0.071655,0.340714,0.517899,0.523639916,1.122296378,0.722322,-1.1174,-0.230727
02-19-13 324,0,0,0,0,-0.264969,0,1.03598,0,0.340714,0,0,1.122296378,0.722322,-1.1174,-0.230727
02-19-13 373,0,0,0,0,-0.264969,0,1.03598,0,0.340714,0,0,1.122296378,0.722322,-1.1174,-0.230727
02-19-13 420,0,0,0,0,-0.264969,0,1.03598,0,0.340714,0,0,1.122296378,0.722322,-1.1174,-0.230727
02-19-13 479,0,0,0,0,-0.261276,0.003693,1.02861,0.00737,-0.10791,0.448624,0.448699731,1.066746572,-0.073187,-0.308589,0.098947
02-19-13 527,0,0,0,0,-0.261276,0,1.02861,0,-0.10791,0,0,1.066746572,-0.073187,-0.308589,0.098947
02-19-13 577,0,0,0,0,-0.261276,0,1.02861,0,-0.10791,0,0,1.066746572,-0.073187,-0.308589,0.098947
02-19-13 631,0,0,0,0,-0.261276,0,1.02861,0,-0.10791,0,0,1.066746572,-0.073187,-0.308589,0.098947
02-19-13 690,0,0,0,0,-0.235153,0.026123,0.908844,0.119766,-0.170197,0.062287,0.137499005,0.954076186,0.124075,0.390327,0.010629
02-19-13 732,0,0,0,0.04,-0.235153,0,0.908844,0,-0.170197,0,0,0.954076186,0.124075,0.390327,0.010629
02-19-13 781,0,0,0,0.04,-0.235153,0,0.908844,0,-0.170197,0,0,0.954076186,0.124075,0.390327,0.010629
02-19-13 839,0,0,0,0.04,-0.235153,0,0.908844,0,-0.170197,0,0,0.954076186,0.124075,0.390327,0.010629
02-19-13 888,0,0,0,0.04,-0.09079,0.144363,0.997864,0.08902,-0.131485,0.038712,0.173965097,1.010575921,-0.076452,-0.077072,0.022999
02-19-13 937,0,0,0,0,-0.09079,0,0.997864,0,-0.131485,0,0,1.010575921,-0.076452,-0.077072,0.022999
02-19-13 986,0,0,0,0,-0.09079,0,0.997864,0,-0.131485,0,0,1.010575921,-0.076452,-0.077072,0.022999
02-19-14 044,0,0,0,0,-0.09079,0,0.997864,0,-0.131485,0,0,1.010575921,-0.076452,-0.077072,0.022999
02-19-14 094,0,0,0,0,-0.032516,0.058274,1.009369,0.011505,-0.169342,0.037857,0.07043704,1.023992081,-0.100737,0.401621,-0.110121
02-19-14 142,0,0,0,0,-0.032516,0,1.009369,0,-0.169342,0,0,1.023992081,-0.100737,0.401621,-0.110121
02-19-14 192,0,0,0,0,-0.032516,0,1.009369,0,-0.169342,0,0,1.023992081,-0.100737,0.401621,-0.110121
02-19-14 253,0,0,0,0,-0.032516,0,1.009369,0,-0.169342,0,0,1.023992081,-0.100737,0.401621,-0.110121
02-19-14 302,0,0,0,0,-0.201645,0.169129,0.983887,0.025482,-0.094162,0.07518,0.18683143,1.008742196,-0.0863,0.066224,-0.070393
02-19-14 349,0,0,0,0,-0.201645,0,0.983887,0,-0.094162,0,0,1.008742196,-0.0863,0.066224,-0.070393
02-19-14 396,0,0,0,0,-0.201645,0,0.983887,0,-0.094162,0,0,1.008742196,-0.0863,0.066224,-0.070393
02-19-14 457,0,0,0,0,-0.201645,0,0.983887,0,-0.094162,0,0,1.008742196,-0.0863,0.066224,-0.070393
02-19-14 503,0,0,0,0,-0.220428,0.018783,0.991776,0.007889,-0.147232,0.05307,0.056845952,1.026589207,-0.034437,-0.015495,0.0111
02-19-14 553,0,0,0,0,-0.220428,0,0.991776,0,-0.147232,0,0,1.026589207,-0.034437,-0.015495,0.0111
02-19-14 611,0,0,0,0,-0.220428,0,0.991776,0,-0.147232,0,0,1.026589207,-0.034437,-0.015495,0.0111
02-19-14 660,0,0,0,0,-0.220428,0,0.991776,0,-0.147232,0,0,1.026589207,-0.034437,-0.015495,0.0111
02-19-14 709,0,0,0,0,-0.21077,0.009658,0.978104,0.013672,-0.08046,0.066772,0.06883822,1.003785455,0.053489,-0.335649,0.022944
02-19-14 766,0,0,0,0,-0.21077,0,0.978104,0,-0.08046,0,0,1.003785455,0.053489,-0.335649,0.022944
02-19-14 816,0,0,0,0,-0.21077,0,0.978104,0,-0.08046,0,0,1.003785455,0.053489,-0.335649,0.022944
02-19-14 865,0,0,0,0,-0.21077,0,0.978104,0,-0.08046,0,0,1.003785455,0.053489,-0.335649,0.022944
02-19-14 914,0,0,0,0,-0.266983,0.056213,0.991562,0.013458,-0.146042,0.065582,0.087418636,1.037209423,0.12513,0.087997,0.101948
02-19-14 962,0,0,0,0,-0.266983,0,0.991562,0,-0.146042,0,0,1.037209423,0.12513,0.087997,0.101948
02-19-15 021,0,0,0,0,-0.266983,0,0.991562,0,-0.146042,0,0,1.037209423,0.12513,0.087997,0.101948
02-19-15 073,0,0,0,0,-0.266983,0,0.991562,0,-0.146042,0,0,1.037209423,0.163657,-0.465369,0.248043
02-19-15 119,0,0,0,0,-0.298294,0.031311,0.950012,0.04155,-0.038742,0.1073,0.11924794,0.996495385,0.163657,-0.465369,0.248043
02-19-15 177,0,0,0,0,-0.298294,0,0.950012,0,-0.038742,0,0,0.996495385,0.163657,-0.465369,0.248043
02-19-15 227,0,0,0,0,-0.298294,0,0.950012,0,-0.038742,0,0,0.996495385,0.163657,-0.465369,0.248043
02-19-15 275,0,0,0,0,-0.298294,0,0.950012,0,-0.038742,0,0,0.996495385,0.686647,-0.076242,0.451608
02-19-15 324,0,0,0,0,-0.100464,0.19783,1.054947,0.104935,-0.135147,0.096405,0.243807275,1.068302813,0.686647,-0.076242,0.451608
02-19-15 382,0,0,0,0,-0.100464,0,1.054947,0,-0.135147,0,0,1.068302813,0.686647,-0.076242,0.451608
02-19-15 432,0,0,0,0.08,-0.100464,0,1.054947,0,-0.135147,0,0,1.068302813,0.686647,-0.076242,0.451608
02-19-15 483,0,0,0.08,0.56,-0.412506,0.312042,1.125336,0.070389,-0.436523,0.301376,0.439490972,1.2755762,-2.749579,-4.079218,-0.107745
02-19-15 539,0,0,0.12,1.28,-0.412506,0,1.125336,0,-0.436523,0,0,1.2755762,-2.749579,-4.079218,-0.107745
02-19-15 590,0,0,0.08,1.24,-0.412506,0,1.125336,0,-0.436523,0,0,1.2755762,-2.749579,-4.079218,-0.107745
02-19-15 637,0,0,0,1.24,-0.412506,0,1.125336,0,-0.436523,0,0,1.2755762,-2.749579,-4.079218,-0.107745
02-19-15 685,0,0,0,1.32,0.270462,0.682968,0.418442,0.706894,-0.167221,0.269302,1.019150619,0.525553293,-0.159078,-2.741565,-0.86273
02-19-15 745,0,0,0,1.28,0.270462,0,0.418442,0,-0.167221,0,0,0.525553293,-0.159078,-2.741565,-0.86273
02-19-15 793,0,0,0,0.24,0.270462,0,0.418442,0,-0.167221,0,0,0.525553293,-0.159078,-2.741565,-0.86273
02-19-15 846,0,0,0,0.04,0.270462,0,0.418442,0,-0.167221,0,0,0.525553293,-0.159078,-2.741565,-0.86273
02-19-15 890,0,0,0,0,0.212219,0.058243,0.914291,0.495849,-0.479126,0.311905,0.588679205,1.053815288,-0.480384,1.044785,-0.325529
02-19-15 951,0,0,0,0,0.212219,0,0.914291,0,-0.479126,0,0,1.053815288,-0.480384,1.044785,-0.325529
02-19-15 998,0,0,0,0,0.212219,0,0.914291,0,-0.479126,0,0,1.053815288,-0.480384,1.044785,-0.325529
02-19-16 046,0,0,0,0,0.212219,0,0.914291,0,-0.479126,0,0,1.053815288,-0.480384,1.044785,-0.325529
02-19-16 105,0,0,0,0,-0.051605,0.263824,1.041473,0.127182,-0.005234,0.473892,0.557092445,1.042763866,0.631126,2.03497,0.174761
02-19-16 154,0,0,0,0,-0.051605,0,1.041473,0,-0.005234,0,0,1.042763866,0.631126,2.03497,0.174761
02-19-16 206,0,0,0,0,-0.051605,0,1.041473,0,-0.005234,0,0,1.042763866,0.631126,2.03497,0.174761
02-19-16 252,0,0,0,0,-0.051605,0,1.041473,0,-0.005234,0,0,1.042763866,0.631126,2.03497,0.174761
02-19-16 312,0,0,0,0,-0.300308,0.248703,1.068207,0.026734,-0.200516,0.195282,0.317337279,1.127589356,0.528616,0.31262,0.461519
02-19-16 366,0,0,0,0,-0.300308,0,1.068207,0,-0.200516,0,0,1.127589356,0.528616,0.31262,0.461519
02-19-16 408,0,0,0,0,-0.300308,0,1.068207,0,-0.200516,0,0,1.127589356,0.528616,0.31262,0.461519
02-19-16 463,0,0,0.12,0.2,-0.300308,0,1.068207,0,-0.200516,0,0,1.127589356,0.528616,0.31262,0.461519
02-19-16 518,0,0,0.24,0.52,0.079285,0.379593,1.248749,0.180542,0.063934,0.26445,0.49660856,1.252895739,-1.990195,-0.995209,-0.611096
02-19-16 565,0,0,0.2,0.48,0.079285,0,1.248749,0,0.063934,0,0,1.252895739,-1.990195,-0.995209,-0.611096
02-19-16 615,0,0,0.08,0.2,0.079285,0,1.248749,0,0.063934,0,0,1.252895739,-1.990195,-0.995209,-0.611096
02-19-16 672,0,0,0,0.08,0.079285,0,1.248749,0,0.063934,0,0,1.252895739,-1.990195,-0.995209,-0.611096
02-19-16 721,0,0,0,0,0.010849,0.068436,0.761948,0.486801,-0.069031,0.132965,0.509252777,0.765145564,-1.632606,-1.981436,-0.949538
02-19-16 770,0,0,0,0,0.010849,0,0.761948,0,-0.069031,0,0,0.765145564,-1.632606,-1.981436,-0.949538
02-19-16 818,0,0,0,0,0.010849,0,0.761948,0,-0.069031,0,0,0.765145564,-1.632606,-1.981436,-0.949538
02-19-16 877,0,0.08,0,0,0.010849,0,0.761948,0,-0.069031,0,0,0.765145564,-1.632606,-1.981436,-0.949538
02-19-16 926,0,0.04,0,0,-0.453812,0.464661,1.056046,0.294098,0.483566,0.552597,0.779594076,1.24700223,1.266828,0.512086,0.302564
02-19-16 976,0,0,0,0,-0.453812,0,1.056046,0,0.483566,0,0,1.24700223,1.266828,0.512086,0.302564
02-19-17 026,0,0,0,0,-0.453812,0,1.056046,0,0.483566,0,0,1.24700223,1.266828,0.512086,0.302564
02-19-17 082,0,0,0,0,-0.453812,0,1.056046,0,0.483566,0,0,1.24700223,1.266828,0.512086,0.302564
02-19-17 131,0,0,0,0,-0.194901,0.258911,0.594757,0.461289,-0.65065,1.134216,1.251506445,0.902811005,0.87792,-0.665633,0.576119
02-19-17 182,0,0,0,0,-0.194901,0,0.594757,0,-0.65065,0,0,0.902811005,0.87792,-0.665633,0.576119
02-19-17 262,0,0,0,0,-0.194901,0,0.594757,0,-0.65065,0,0,0.902811005,0.87792,-0.665633,0.576119
02-19-17 270,0,0,0,0,-0.194901,0,0.594757,0,-0.65065,0,0,0.902811005,0.87792,-0.665633,0.576119
02-19-17 288,0,0,0,0,-0.194901,0,0.594757,0,-0.65065,0,0,0.902811005,0.102654,1.599842,-0.085989
02-19-17 336,0,0,0,0,-0.132858,0.062043,0.925858,0.331101,-0.190887,0.459763,0.569964229,0.95462146,0.102654,1.599842,-0.085989
02-19-17 385,0,0,0,0,-0.132858,0,0.925858,0,-0.190887,0,0,0.95462146,0.102654,1.599842,-0.085989
02-19-17 443,0,0,0,0,-0.132858,0,0.925858,0,-0.190887,0,0,0.95462146,0.102654,1.599842,-0.085989
02-19-17 496,0,0,0,0,-0.132858,0,0.925858,0,-0.190887,0,0,0.95462146,0.647323,-0.054365,0.42663
02-19-17 541,0,0,0,0,-0.193726,0.060868,0.95108,0.025222,-0.068405,0.122482,0.139078766,0.973017047,0.647323,-0.054365,0.42663
02-19-17 589,0,0,0,0,-0.193726,0,0.95108,0,-0.068405,0,0,0.973017047,0.647323,-0.054365,0.42663
02-19-17 652,0,0,0,0,-0.193726,0,0.95108,0,-0.068405,0,0,0.973017047,0.647323,-0.054365,0.42663
02-19-17 698,0,0,0.32,0.28,-0.193726,0,0.95108,0,-0.068405,0,0,0.973017047,-1.394414,-1.006404,-0.387186
02-19-17 746,0,0,0.28,0.76,-0.149368,0.044358,1.235107,0.284027,0.390335,0.45874,0.541369889,1.303902417,-1.394414,-1.006404,-0.387186
02-19-17 811,0,0,0.08,0.72,-0.149368,0,1.235107,0,0.390335,0,0,1.303902417,-1.394414,-1.006404,-0.387186
02-19-17 856,0,0,0,0.36,-0.149368,0,1.235107,0,0.390335,0,0,1.303902417,-1.394414,-1.006404,-0.387186
02-19-17 914,0,0,0,0.04,-0.03273,0.116638,0.803787,0.43132,-0.226868,0.617203,0.7619586,0.835831253,-2.749012,-1.971069,-0.661708
02-19-17 952,0,0,0,0,-0.03273,0,0.803787,0,-0.226868,0,0,0.835831253,-2.749012,-1.971069,-0.661708
02-19-18 010,0,0,0,0,-0.03273,0,0.803787,0,-0.226868,0,0,0.835831253,-2.749012,-1.971069,-0.661708
02-19-18 059,0,0,0,0,-0.03273,0,0.803787,0,-0.226868,0,0,0.835831253,-2.749012,-1.971069,-0.661708
02-19-18 107,0,0,0,0,-0.195068,0.162338,0.957962,0.154175,0.447861,0.674729,0.710902792,1.075324227,2.419214,0.894742,0.02346
02-19-18 166,0,0,0,0,-0.195068,0,0.957962,0,0.447861,0,0,1.075324227,2.419214,0.894742,0.02346
02-19-18 215,0,0,0,0,-0.195068,0,0.957962,0,0.447861,0,0,1.075324227,2.419214,0.894742,0.02346
02-19-18 265,0,0,0,0,-0.195068,0,0.957962,0,0.447861,0,0,1.075324227,2.419214,0.894742,0.02346
02-19-18 316,0,0,0,0,-0.200165,0.005097,1.023438,0.065476,-0.363815,0.811676,0.814328567,1.10446943,1.341563,1.264498,0.565452
02-19-18 372,0,0,0,0,-0.200165,0,1.023438,0,-0.363815,0,0,1.10446943,1.341563,1.264498,0.565452
02-19-18 427,0,0,0,0,-0.200165,0,1.023438,0,-0.363815,0,0,1.10446943,1.341563,1.264498,0.565452
02-19-18 470,0,0,0,0,-0.200165,0,1.023438,0,-0.363815,0,0,1.10446943,1.341563,1.264498,0.565452
02-19-18 521,0,0,0,0,-0.175766,0.024399,0.935104,0.088334,-0.529694,0.165879,0.189510025,1.088985267,-0.039678,1.951737,0.09362
02-19-18 576,0,0,0,0,-0.175766,0,0.935104,0,-0.529694,0,0,1.088985267,-0.039678,1.951737,0.09362
02-19-18 637,0,0,0,0,-0.175766,0,0.935104,0,-0.529694,0,0,1.088985267,-0.039678,1.951737,0.09362
